premise,choice1,choice2,question,difficulty,answer,label,split,input,output,task,option1,option2
I excused my colleague's blunder.,I believed his intentions were good.,I believed that he knew better.,cause,hard,1,0,test,"i excused my colleague's blunder.
what was the cause?
(a) i believed his intentions were good
(b) i believed that he knew better",i believed his intentions were good,copa,i believed his intentions were good,i believed that he knew better
The man quit smoking.,He began exercising more.,He started waking up earlier.,effect,hard,1,0,test,"the man quit smoking.
what was the effect?
(a) he began exercising more
(b) he started waking up earlier",he began exercising more,copa,he began exercising more,he started waking up earlier
The woman punched her attacker in the nose.,The attacker's body went lifeless.,The attacker started to bleed.,effect,easy,2,1,test,"the woman punched her attacker in the nose.
what was the effect?
(a) the attackers body went lifeless
(b) the attacker started to bleed",the attacker started to bleed,copa,the attackers body went lifeless,the attacker started to bleed
The dart missed the bull's eye.,The man's aim was off.,The man was losing the game.,cause,hard,1,0,test,"the dart missed the bull's eye.
what was the cause?
(a) the mans aim was off
(b) the man was losing the game",the mans aim was off,copa,the mans aim was off,the man was losing the game
The homeowner requested that an exterminator come to his house.,He discovered rats in the basement.,He kept an ant farm in his room.,cause,easy,1,0,test,"the homeowner requested that an exterminator come to his house.
what was the cause?
(a) he discovered rats in the basement
(b) he kept an ant farm in his room",he discovered rats in the basement,copa,he discovered rats in the basement,he kept an ant farm in his room
I suggested to my houseguest that we go out to dinner.,I was too tired to prepare anything.,My houseguest overstayed her welcome.,cause,hard,1,0,test,"i suggested to my houseguest that we go out to dinner.
what was the cause?
(a) i was too tired to prepare anything
(b) my houseguest overstayed her welcome",i was too tired to prepare anything,copa,i was too tired to prepare anything,my houseguest overstayed her welcome
The girl caught her brother reading her diary.,She started hiding the diary.,She got a new diary.,effect,hard,1,0,test,"the girl caught her brother reading her diary.
what was the effect?
(a) she started hiding the diary
(b) she got a new diary",she started hiding the diary,copa,she started hiding the diary,she got a new diary
The woman was short on money for rent.,She worked overtime.,She quit her job.,effect,hard,1,0,test,"the woman was short on money for rent.
what was the effect?
(a) she worked overtime
(b) she quit her job",she worked overtime,copa,she worked overtime,she quit her job
The child's hand quickly recoiled.,He touched the hot stove.,He patted the puppy's head.,cause,hard,1,0,test,"the child's hand quickly recoiled.
what was the cause?
(a) he touched the hot stove
(b) he patted the puppys head",he touched the hot stove,copa,he touched the hot stove,he patted the puppys head
The company wanted to gauge customer satisfaction.,They offered a discount to new customers.,They distributed a survey to customers.,effect,hard,2,1,test,"the company wanted to gauge customer satisfaction.
what was the effect?
(a) they offered a discount to new customers
(b) they distributed a survey to customers",they distributed a survey to customers,copa,they offered a discount to new customers,they distributed a survey to customers
The wood floor became scratched.,The boy threw the cushions off the couch.,The boy dragged a chair across the floor.,cause,hard,2,1,test,"the wood floor became scratched.
what was the cause?
(a) the boy threw the cushions off the couch
(b) the boy dragged a chair across the floor",the boy dragged a chair across the floor,copa,the boy threw the cushions off the couch,the boy dragged a chair across the floor
I shielded my face.,My enemy taunted me.,My enemy cocked a fist.,cause,hard,2,1,test,"i shielded my face.
what was the cause?
(a) my enemy taunted me
(b) my enemy cocked a fist",my enemy cocked a fist,copa,my enemy taunted me,my enemy cocked a fist
The famous statue burned down.,It was struck by lightning.,People came to venerate it.,cause,easy,1,0,test,"the famous statue burned down.
what was the cause?
(a) it was struck by lightning
(b) people came to venerate it",it was struck by lightning,copa,it was struck by lightning,people came to venerate it
I left the fruit out on the table.,The fruit shed seeds.,Flies swarmed the fruit.,effect,easy,2,1,test,"i left the fruit out on the table.
what was the effect?
(a) the fruit shed seeds
(b) flies swarmed the fruit",flies swarmed the fruit,copa,the fruit shed seeds,flies swarmed the fruit
The ballerina tore a ligament.,She pointed her toes.,She twisted her ankle.,cause,easy,2,1,test,"the ballerina tore a ligament.
what was the cause?
(a) she pointed her toes
(b) she twisted her ankle",she twisted her ankle,copa,she pointed her toes,she twisted her ankle
The child's shoelaces came untied.,He learned how to tie them.,He ran around on the playground.,cause,easy,2,1,test,"the child's shoelaces came untied.
what was the cause?
(a) he learned how to tie them
(b) he ran around on the playground",he ran around on the playground,copa,he learned how to tie them,he ran around on the playground
I became enthralled in the book.,I returned the book.,I lost track of time.,effect,hard,2,1,test,"i became enthralled in the book.
what was the effect?
(a) i returned the book
(b) i lost track of time",i lost track of time,copa,i returned the book,i lost track of time
The man held similar beliefs to those of his parents.,His parents influenced him.,His parents disowned him.,cause,hard,1,0,test,"the man held similar beliefs to those of his parents.
what was the cause?
(a) his parents influenced him
(b) his parents disowned him",his parents influenced him,copa,his parents influenced him,his parents disowned him
The car gradually slowed to a stop.,It ran out of gas.,The driver fell asleep.,cause,easy,1,0,test,"the car gradually slowed to a stop.
what was the cause?
(a) it ran out of gas
(b) the driver fell asleep",it ran out of gas,copa,it ran out of gas,the driver fell asleep
The man ate the ice cream in the sun.,The ice cream lost its flavor.,The ice cream dripped from the cone.,effect,hard,2,1,test,"the man ate the ice cream in the sun.
what was the effect?
(a) the ice cream lost its flavor
(b) the ice cream dripped from the cone",the ice cream dripped from the cone,copa,the ice cream lost its flavor,the ice cream dripped from the cone
I hung artwork in the room.,The carpet looked dirty.,The walls looked bare.,cause,hard,2,1,test,"i hung artwork in the room.
what was the cause?
(a) the carpet looked dirty
(b) the walls looked bare",the walls looked bare,copa,the carpet looked dirty,the walls looked bare
I left work early.,I had a headache.,My boss held a meeting.,cause,hard,1,0,test,"i left work early.
what was the cause?
(a) i had a headache
(b) my boss held a meeting",i had a headache,copa,i had a headache,my boss held a meeting
The puppy soiled the carpet.,The owner scolded the puppy.,The owner gave the puppy a treat.,effect,hard,1,0,test,"the puppy soiled the carpet.
what was the effect?
(a) the owner scolded the puppy
(b) the owner gave the puppy a treat",the owner scolded the puppy,copa,the owner scolded the puppy,the owner gave the puppy a treat
I apologized to my friend.,My friend forgave me.,My friend became infuriated.,effect,hard,1,0,test,"i apologized to my friend.
what was the effect?
(a) my friend forgave me
(b) my friend became infuriated",my friend forgave me,copa,my friend forgave me,my friend became infuriated
The man stood out in the crowd.,He carried a backpack.,He wore a neon vest.,cause,easy,2,1,test,"the man stood out in the crowd.
what was the cause?
(a) he carried a backpack
(b) he wore a neon vest",he wore a neon vest,copa,he carried a backpack,he wore a neon vest
The witness lied under oath.,He completed his testimony.,He was charged with perjury.,effect,easy,2,1,test,"the witness lied under oath.
what was the effect?
(a) he completed his testimony
(b) he was charged with perjury",he was charged with perjury,copa,he completed his testimony,he was charged with perjury
The woman dyed her hair.,She wanted a new look.,She wanted to blend in.,cause,hard,1,0,test,"the woman dyed her hair.
what was the cause?
(a) she wanted a new look
(b) she wanted to blend in",she wanted a new look,copa,she wanted a new look,she wanted to blend in
